Source File Name:	small_signal_Bridge_new
Signal:	FFT - Vib & Ref1 H1 Velocity / Voltage - Mag. & Phase

Frequency	Magnitude	Phase
605312.5	0.4030841	151.3546
605375	0.4126156	151.2757
605437.5	0.4078493	152.0805
605500	0.3976407	151.9854
605562.5	0.4171055	152.0554
605625	0.4106817	151.5609
605687.5	0.4153854	151.7524
605750	0.4141683	151.8159
605812.5	0.4225591	151.2209
605875	0.4099642	152.9288
605937.5	0.4093949	151.4531
606000	0.4276331	150.7766
606062.5	0.4208678	151.6697
606125	0.4167074	150.9196
606187.5	0.4211951	151.8602
606250	0.4132535	151.9392
606312.5	0.4195544	151.4256
606375	0.4202974	151.7135
606437.5	0.4279179	151.1751
606500	0.4201216	152.3428
606562.5	0.4133022	150.8825
606625	0.4241669	151.1527
606687.5	0.4185468	152.1978
606750	0.4220466	151.0321
606812.5	0.4239296	150.6707
606875	0.4157	151.0613
606937.5	0.4256669	151.6995
607000	0.4246159	150.6266
607062.5	0.4360545	150.9229
607125	0.4158351	152.0319
607187.5	0.4262321	150.4122
607250	0.4318948	150.6949
607312.5	0.4246418	152.0131
607375	0.4281752	151.4268
607437.5	0.4245577	150.952
607500	0.4336057	150.86
607562.5	0.4289878	150.6851
607625	0.4259473	151.1053
607687.5	0.4347392	151.4872
607750	0.4216447	151.6235
607812.5	0.4328733	150.108
607875	0.4357381	151.6435
607937.5	0.4372132	150.6614
608000	0.4348224	150.4931
608062.5	0.4335109	150.717
608125	0.4433182	151.0144
608187.5	0.4378957	150.4457
608250	0.4323319	150.4026
608312.5	0.4552253	151.2332
608375	0.4339029	151.1569
608437.5	0.4345459	149.7083
608500	0.4477415	151.0407
608562.5	0.4321204	150.007
608625	0.4424571	149.4256
608687.5	0.4415236	149.9926
608750	0.4403198	149.3361
608812.5	0.4374056	150.2805
608875	0.4404058	149.8487
608937.5	0.4474808	151.4561
609000	0.4354689	149.9581
609062.5	0.4478602	149.2991
609125	0.4469205	150.2204
609187.5	0.4445311	150.1772
609250	0.4485201	149.2386
609312.5	0.4478499	149.2245
609375	0.4511577	150.8412
609437.5	0.4449081	149.617
609500	0.4580832	148.1629
609562.5	0.4555589	150.4622
609625	0.4451995	149.1602
609687.5	0.4632033	149.149
609750	0.4476246	150.4673
609812.5	0.4600821	148.7927
609875	0.4533721	148.4447
609937.5	0.4535036	149.1439
610000	0.4624762	148.9128
610062.5	0.4477662	148.789
610125	0.4637097	148.0412
610187.5	0.4543553	148.5526
610250	0.4503228	149.1664
610312.5	0.4617248	149.032
610375	0.4578314	148.6337
610437.5	0.4744921	149.0891
610500	0.4606864	148.8533
610562.5	0.4588447	147.8127
610625	0.4552655	148.6402
610687.5	0.4550996	147.9937
610750	0.4621192	147.5873
610812.5	0.4709794	148.6633
610875	0.4596543	146.9115
610937.5	0.4701363	148.0252
611000	0.4638929	146.4619
611062.5	0.4672484	147.639
611125	0.4613374	147.0208
611187.5	0.4753028	146.6204
611250	0.4660755	147.9142
611312.5	0.4688411	147.2049
611375	0.4728706	145.9373
611437.5	0.4697759	147.4632
611500	0.4696684	146.5561
611562.5	0.4757836	147.1865
611625	0.474216	147.2099
611687.5	0.4737047	146.5686
611750	0.4681506	147.3342
611812.5	0.4757341	146.9387
611875	0.4860174	146.987
611937.5	0.4695572	145.9313
612000	0.4889711	146.0736
612062.5	0.4791633	146.2605
612125	0.4771286	145.7928
612187.5	0.469176	147.1137
612250	0.4775301	145.952
612312.5	0.4862017	146.4545
612375	0.4831353	146.0184
612437.5	0.4856352	144.7442
612500	0.4797974	146.3988
612562.5	0.4807307	145.4365
612625	0.4825948	144.6862
612687.5	0.4875811	145.9558
612750	0.4852183	144.9085
612812.5	0.4809449	144.2927
612875	0.4815364	145.1719
612937.5	0.4861457	145.4596
613000	0.4823445	144.8908
613062.5	0.4928921	144.9732
613125	0.4794044	145.4219
613187.5	0.4977847	143.9085
613250	0.4934302	144.7939
613312.5	0.4873412	143.7191
613375	0.4923055	142.6209
613437.5	0.4944164	142.8154
613500	0.4998969	144.3281
613562.5	0.4974934	142.7923
613625	0.5029582	143.2984
613687.5	0.5028992	144.2248
613750	0.5011173	143.8355
613812.5	0.4977864	141.48
613875	0.5003488	143.4516
613937.5	0.4930461	143.8384
614000	0.4979262	143.1925
614062.5	0.4934463	143.0554
614125	0.4968558	142.6808
614187.5	0.5003891	142.195
614250	0.5024265	142.7809
614312.5	0.4958505	143.0425
614375	0.4957584	141.5263
614437.5	0.5085171	142.0876
614500	0.501728	142.0137
614562.5	0.5034705	141.4499
614625	0.5056415	141.3293
614687.5	0.512342	141.9703
614750	0.5145427	141.1832
614812.5	0.5140423	141.1325
614875	0.5069435	140.2237
614937.5	0.5081436	141.2883
615000	0.5076458	140.0096
615062.5	0.5084531	141.3612
615125	0.5022159	140.1771
615187.5	0.5107209	140.2616
615250	0.5079553	140.2666
615312.5	0.5089665	139.4807
615375	0.5119515	138.8561
615437.5	0.5201185	139.4328
615500	0.5206837	140.6485
615562.5	0.5063739	141.0706
615625	0.5134087	138.9821
615687.5	0.5209734	140.4539
615750	0.5110811	139.0302
615812.5	0.5125912	139.2258
615875	0.5078802	139.5128
615937.5	0.5202723	138.4749
616000	0.5252275	138.2439
616062.5	0.5266285	139.1147
616125	0.5280789	138.5694
616187.5	0.5172785	138.5412
616250	0.5249098	136.951
616312.5	0.5262443	138.7538
616375	0.5204481	136.5786
616437.5	0.5338461	138.0373
616500	0.5247121	137.787
616562.5	0.5234734	137.0248
616625	0.5255795	137.2733
616687.5	0.5319805	136.9923
616750	0.5268602	137.0964
616812.5	0.5228364	135.9526
616875	0.5391074	136.8198
616937.5	0.5147936	137.2681
617000	0.522673	135.3932
617062.5	0.5321836	136.7261
617125	0.5235519	135.9221
617187.5	0.5280223	136.3123
617250	0.5362841	134.9968
617312.5	0.5326294	136.2038
617375	0.5273442	136.0679
617437.5	0.5225578	134.7519
617500	0.547599	134.6645
617562.5	0.524462	134.693
617625	0.5410092	133.9742
617687.5	0.5376508	134.4366
617750	0.526215	134.0034
617812.5	0.526261	133.6015
617875	0.5356616	133.2533
617937.5	0.538542	134.0544
618000	0.528974	134.2646
618062.5	0.5474575	132.4474
618125	0.5389972	134.6211
618187.5	0.5298501	132.3163
618250	0.5479116	132.5869
618312.5	0.54663	132.7267
618375	0.5384986	132.7842
618437.5	0.5477571	132.3444
618500	0.535332	131.6035
618562.5	0.538226	132.6667
618625	0.5342436	131.6702
618687.5	0.5547039	131.5987
618750	0.5469363	133.2858
618812.5	0.546084	130.0996
618875	0.5519578	130.9972
618937.5	0.5441076	131.5528
619000	0.5332462	130.9986
619062.5	0.542065	130.1435
619125	0.5482761	130.0736
619187.5	0.5395446	131.069
619250	0.5397412	128.7307
619312.5	0.5521899	129.9357
619375	0.5379668	129.434
619437.5	0.5486129	128.2131
619500	0.5558069	129.71
619562.5	0.5470203	129.3191
619625	0.5473521	128.9075
619687.5	0.5573844	128.5208
619750	0.5551819	129.5077
619812.5	0.5388635	128.5352
619875	0.5479901	127.1732
619937.5	0.5567743	129.2943
620000	0.5429668	127.5491
620062.5	0.5630518	127.0245
620125	0.5483616	127.5809
620187.5	0.5443171	127.5317
620250	0.553717	126.6337
620312.5	0.565502	126.3649
620375	0.5541669	127.5571
620437.5	0.5503972	125.9194
620500	0.5676659	126.3939
620562.5	0.5579579	127.0327
620625	0.5493363	125.0607
620687.5	0.562461	124.889
620750	0.562403	125.7051
620812.5	0.5569873	125.0632
620875	0.5507352	123.4474
620937.5	0.5643105	124.4635
621000	0.5504927	124.5254
621062.5	0.5588273	123.2964
621125	0.5698773	124.2033
621187.5	0.5550449	125.0019
621250	0.5545213	121.8337
621312.5	0.570102	123.5175
621375	0.5534496	123.3052
621437.5	0.5651813	122.3845
621500	0.5605362	122.583
621562.5	0.5667498	122.5006
621625	0.5537891	122.3464
621687.5	0.5637116	121.123
621750	0.5561428	123.6249
621812.5	0.5511525	121.8211
621875	0.5711899	120.3296
621937.5	0.5649647	121.8181
622000	0.555465	121.4288
622062.5	0.5621171	120.1811
622125	0.5732526	120.3906
622187.5	0.5587865	121.2462
622250	0.5566455	119.183
622312.5	0.5726052	119.8182
622375	0.5529133	120.5161
622437.5	0.5540501	118.916
622500	0.5745869	119.3061
622562.5	0.5693088	119.7394
622625	0.5561273	118.2306
622687.5	0.5687044	117.8435
622750	0.5707052	118.8423
622812.5	0.5582644	118.7278
622875	0.5653422	116.3577
622937.5	0.5723364	118.1527
623000	0.5527347	117.5046
623062.5	0.5689854	116.4089
623125	0.564579	117.3158
623187.5	0.5620888	116.5125
623250	0.5705915	115.9294
623312.5	0.5624626	115.5043
623375	0.5608756	116.4632
623437.5	0.5495447	116.3538
623500	0.571561	115.0152
623562.5	0.5708218	116.7012
623625	0.5579765	114.8501
623687.5	0.5744039	114.3383
623750	0.5659502	115.1892
623812.5	0.5681533	114.4655
623875	0.5675159	114.8096
623937.5	0.5704228	113.6355
624000	0.5670919	113.5401
624062.5	0.5570077	112.3885
624125	0.5715694	113.2468
624187.5	0.556531	113.7749
624250	0.5594882	111.5392
624312.5	0.5752947	113.3292
624375	0.5602649	112.1063
624437.5	0.5595862	112.3394
624500	0.5676984	111.7901
624562.5	0.5658678	111.36
624625	0.5620778	110.8672
624687.5	0.5684018	109.8755
624750	0.5626106	111.8458
624812.5	0.5626724	111.0656
624875	0.5702463	110.2007
624937.5	0.5630215	110.1114
625000	0.5558353	110.056
625062.5	0.5621356	109.3687
625125	0.5675531	108.6655
625187.5	0.5627978	109.7045
625250	0.5577129	109.2715
625312.5	0.5681788	107.2886
625375	0.5582982	109.7963
625437.5	0.5473019	108.178
625500	0.5625101	108.0611
625562.5	0.5472046	107.8509
625625	0.5533354	106.6981
625687.5	0.5579119	106.6617
625750	0.5666829	105.6991
625812.5	0.5584936	107.2087
625875	0.5555721	105.4136
625937.5	0.5602918	105.7137
626000	0.54619	106.265
626062.5	0.5579082	105.3619
626125	0.5686288	106.0881
626187.5	0.5575814	104.4234
626250	0.5528786	105.4275
626312.5	0.551725	104.2065
626375	0.5567767	104.0955
626437.5	0.5452003	104.1436
626500	0.5455694	102.8835
626562.5	0.5485073	104.3398
626625	0.5503699	102.527
626687.5	0.5470466	102.1413
626750	0.5551106	102.6735
626812.5	0.5524054	102.8728
626875	0.5505493	101.5175
626937.5	0.5534958	101.8085
627000	0.5509028	101.3328
627062.5	0.5453524	100.2108
627125	0.5538046	100.1023
627187.5	0.5400912	100.8258
627250	0.5455107	99.81995
627312.5	0.5512788	100.2202
627375	0.5443189	99.6106
627437.5	0.538537	99.51276
627500	0.5423232	99.45156
627562.5	0.5545247	99.47356
627625	0.5341169	99.28129
627687.5	0.5348194	97.87652
627750	0.549228	98.73178
627812.5	0.5256762	98.68898
627875	0.5470273	97.64272
627937.5	0.5370774	97.93067
628000	0.5320431	97.16992
628062.5	0.5269059	96.73177
628125	0.5328131	96.18258
628187.5	0.5283594	97.14244
628250	0.5101445	96.03267
628312.5	0.5498137	95.24905
628375	0.5301396	95.93707
628437.5	0.5287046	94.36892
628500	0.5265211	94.44123
628562.5	0.5234194	94.89577
628625	0.5182507	95.32403
628687.5	0.5215299	92.61523
628750	0.5274934	94.50676
628812.5	0.5142872	95.33917
628875	0.5202787	92.86158
628937.5	0.5214981	92.52718
629000	0.5083916	92.66001
629062.5	0.5217876	90.74201
629125	0.5155366	92.77034
629187.5	0.5205688	91.85533
629250	0.5128996	91.10583
629312.5	0.5166522	92.49744
629375	0.5190076	91.01239
629437.5	0.5038006	90.99301
629500	0.5058407	90.58784
629562.5	0.5049247	90.44003
629625	0.5065942	89.96017
629687.5	0.511333	89.65645
629750	0.5048612	89.39425
629812.5	0.5040357	90.52239
629875	0.4939616	88.91287
629937.5	0.5092387	88.90387
630000	0.5000886	88.9958
630062.5	0.4925172	86.97401
630125	0.502064	87.69563
630187.5	0.488038	87.62786
630250	0.5001475	86.89242
630312.5	0.4872918	87.36923
630375	0.4952454	87.92553
630437.5	0.4957858	86.4987
630500	0.4903747	86.25316
630562.5	0.4901167	86.44183
630625	0.4767812	86.24788
630687.5	0.4894725	85.46584
630750	0.4769908	85.91679
630812.5	0.4800246	84.1768
630875	0.4907362	85.01845
630937.5	0.4773496	85.11108
631000	0.4761921	84.41755
631062.5	0.4831629	83.03861
631125	0.4786083	83.01006
631187.5	0.4696449	84.99733
631250	0.4776159	82.0265
631312.5	0.4797111	84.4572
631375	0.4681741	83.78774
631437.5	0.4714697	82.12608
631500	0.4696693	82.94034
631562.5	0.4684848	82.00214
631625	0.4644164	81.42457
631687.5	0.465463	81.24405
631750	0.4742444	82.47777
631812.5	0.4610597	82.13431
631875	0.45285	81.18916
631937.5	0.4584094	81.88306
632000	0.4563739	80.58817
632062.5	0.45803	80.43153
632125	0.4537262	80.53905
632187.5	0.4513423	81.07362
632250	0.4459453	78.65398
632312.5	0.4510928	79.63332
632375	0.4472049	79.55021
632437.5	0.4474519	78.10171
632500	0.4458963	79.534
632562.5	0.4349098	78.99804
632625	0.4472082	77.93289
632687.5	0.438228	78.76259
632750	0.4367876	77.65278
632812.5	0.4324606	76.76876
632875	0.4385389	77.78265
632937.5	0.439777	77.50341
633000	0.4277216	76.65501
633062.5	0.442092	76.29218
633125	0.429141	77.26574
633187.5	0.4203783	75.74598
633250	0.4300438	76.95114
633312.5	0.4190219	75.9473
633375	0.4240598	77.16006
633437.5	0.4209154	74.82378
633500	0.4293282	76.56863
633562.5	0.418425	75.05071
633625	0.4158891	74.06311
633687.5	0.427044	75.55119
633750	0.4091496	75.43537
633812.5	0.4163199	74.10237
633875	0.4071832	73.67474
633937.5	0.4100786	72.84554
634000	0.4033595	74.38145
634062.5	0.4097999	72.66858
634125	0.4143916	73.63193
634187.5	0.4043653	71.91581
634250	0.4118839	71.49612
634312.5	0.4016423	73.18826
634375	0.3933786	71.8365
634437.5	0.4045009	72.18604
634500	0.3987014	71.64003
634562.5	0.3938475	71.70222
634625	0.4052447	71.38089
634687.5	0.4063179	71.05702
634750	0.392083	71.82516
634812.5	0.3869367	69.87459
634875	0.3935836	72.27454
634937.5	0.3737254	70.73167
635000	0.3860879	69.28014
635062.5	0.3801248	71.07314
635125	0.3738802	71.1494
635187.5	0.3838594	69.77872
635250	0.3865187	69.66229
635312.5	0.377734	70.70107
635375	0.3686518	67.83024
635437.5	0.3796709	69.93997
635500	0.3705678	71.263
635562.5	0.3682178	68.3752
635625	0.3769161	68.91001
635687.5	0.3679665	68.93844
635750	0.3725702	67.37784
635812.5	0.3718386	69.27509
635875	0.3752356	68.02008
635937.5	0.3603165	68.96285
636000	0.3637515	66.45992
636062.5	0.3557002	68.16435
636125	0.345744	67.40112
636187.5	0.3681369	66.81674
636250	0.3590582	67.38197
636312.5	0.3577265	66.07865
636375	0.3557524	66.61804
636437.5	0.360577	65.89738
636500	0.354112	66.27363
636562.5	0.3472474	64.61621
636625	0.3496039	65.88316
636687.5	0.3549423	67.19875
636750	0.3441626	64.06464
636812.5	0.3488086	63.88649
636875	0.3426169	64.79115
636937.5	0.3476118	65.21294
637000	0.3407333	64.01033
637062.5	0.344468	63.33224
637125	0.3408832	64.83395
637187.5	0.3412023	62.56267
637250	0.3286391	65.18861
637312.5	0.3316892	62.97907
637375	0.3347497	62.36898
637437.5	0.3315193	62.28264
637500	0.3304304	63.49409
637562.5	0.3219495	62.55095
637625	0.3345154	62.13868
637687.5	0.3317555	63.84554
637750	0.3217939	60.12084
637812.5	0.330802	61.72063
637875	0.3211422	61.94237
637937.5	0.3197977	61.38327
638000	0.3217541	61.51517
638062.5	0.3182026	62.20865
638125	0.3113106	59.57878
638187.5	0.3264107	60.65259
638250	0.3114525	61.85797
638312.5	0.3046378	61.37717
638375	0.3136427	60.18335
638437.5	0.3185124	62.15261
638500	0.3040633	59.55445
638562.5	0.319423	60.01641
638625	0.3095323	60.20031
638687.5	0.29737	57.48377
638750	0.3073969	59.5031
638812.5	0.3059429	60.5588
638875	0.2961859	60.21819
638937.5	0.3017153	58.6372
639000	0.3060838	59.86823
639062.5	0.29257	58.71548
639125	0.2933957	58.29756
639187.5	0.2979145	58.29837
639250	0.2884059	59.38078
639312.5	0.2913127	58.20976
639375	0.2906319	57.1752
639437.5	0.2944955	58.92168
639500	0.2835367	56.26003
639562.5	0.2952772	57.22701
639625	0.2822619	57.52482
639687.5	0.2887849	57.69481
639750	0.2857238	58.78638
639812.5	0.2767268	57.85161
639875	0.2803907	57.14762
639937.5	0.2798257	55.94312
640000	0.2850347	56.44777
640062.5	0.27302	54.18388
640125	0.2806388	54.41889
640187.5	0.2793918	56.72692
640250	0.2703668	54.27254
640312.5	0.2645513	56.25914
640375	0.2823536	58.12263
640437.5	0.2773229	55.4045
640500	0.2657101	55.3708
640562.5	0.2745499	53.19061
640625	0.2698862	53.33813
640687.5	0.2590734	53.69136
640750	0.2704989	55.45363
640812.5	0.2613907	54.27198
640875	0.2694697	53.00906
640937.5	0.2686422	55.3881
641000	0.2556391	53.20898
641062.5	0.2635381	53.63866
641125	0.266677	52.52234
641187.5	0.2598597	53.20018
641250	0.2502027	54.61392
641312.5	0.2635643	51.88442
641375	0.2543628	53.36345
641437.5	0.2491911	50.87715
641500	0.2528435	53.964
641562.5	0.2440779	53.11632
641625	0.2451084	52.62067
641687.5	0.2526913	50.26161
641750	0.2583918	54.34892
641812.5	0.2421495	51.79642
641875	0.2477744	50.62867
641937.5	0.2457899	52.59487
642000	0.2408685	50.74445
642062.5	0.2444094	51.3129
642125	0.2404853	50.04764
642187.5	0.2442905	50.74354
642250	0.2332119	49.64604
642312.5	0.2389719	50.44732
642375	0.2306708	52.89322
642437.5	0.2354859	48.75856
642500	0.2339761	50.63284
642562.5	0.2217777	49.74561
642625	0.2339899	49.29027
642687.5	0.2334541	50.53522
642750	0.2288189	49.73101
642812.5	0.2276103	49.31741
642875	0.2304062	48.97778
642937.5	0.2251828	50.70889
643000	0.2213496	48.98861
643062.5	0.2237562	48.92233
643125	0.2282669	49.63535
643187.5	0.2229251	47.69765
643250	0.2163859	49.99476
643312.5	0.2171777	47.57266
643375	0.2192395	49.38748
643437.5	0.2109288	48.70956
643500	0.217999	47.29393
643562.5	0.2093683	48.79496
643625	0.214984	46.20073
643687.5	0.2137758	47.24047
643750	0.2101003	47.69218
643812.5	0.2063859	47.33285
643875	0.2102011	48.15887
643937.5	0.2135404	46.18098
644000	0.2056018	47.46367
644062.5	0.2158664	47.4796
644125	0.2075706	47.03727
644187.5	0.2017521	47.75517
644250	0.2020618	43.99588
644312.5	0.2012926	46.78205
644375	0.2020985	44.51419
644437.5	0.2026441	45.22278
644500	0.193924	46.34737
644562.5	0.1955182	42.57829
644625	0.200497	43.1405
644687.5	0.1998858	46.87603
644750	0.1946074	43.46312
644812.5	0.1973178	44.83469
644875	0.1864045	42.12848
644937.5	0.1953366	44.21264
645000	0.1885369	43.92905
645062.5	0.1862782	43.04641
645125	0.192492	43.25595
645187.5	0.1831034	42.50248
645250	0.192649	41.22243
645312.5	0.1775823	43.32727
645375	0.1869256	42.69919
645437.5	0.1772951	42.45789
645500	0.1782199	42.30965
645562.5	0.1782607	43.59481
645625	0.1789881	41.90699
645687.5	0.1737337	39.44466
645750	0.177447	40.08146
645812.5	0.1789552	41.3945
645875	0.1741413	39.58603
645937.5	0.1744351	37.23415
646000	0.177276	39.87474
646062.5	0.1659815	39.35578
646125	0.1728334	40.89873
646187.5	0.1601752	40.12474
646250	0.1610069	38.72482
646312.5	0.1638692	39.08373
646375	0.1602289	37.34706
646437.5	0.1677239	38.94219
646500	0.1657941	37.20526
646562.5	0.1641347	39.13305
646625	0.1629609	38.5911
646687.5	0.1555983	36.8913
646750	0.1588538	35.21212
646812.5	0.1640278	37.24582
646875	0.143367	38.35596
646937.5	0.1538134	35.80871
647000	0.1632457	35.90488
647062.5	0.1483262	35.68324
647125	0.151169	34.61948
647187.5	0.1565451	35.2636
647250	0.1429071	37.69476
647312.5	0.144164	34.61977
647375	0.1446927	32.89695
647437.5	0.1463197	35.00385
